Unnamed: 0,GENUS_SPECIES,taxonomic_class
13583,Anthias menezesi,Actinopteri
13584,Gadella imberbis,Actinopteri
13585,Neoscopelus macrolepidotus,Actinopteri
13586,Conger esculentus,Actinopteri
13587,Scyliorhinus haeckelli,Chondrichthyes
13588,Lonchopisthus meadi,Actinopteri
13589,Diplacanthopoma brachysoma,Actinopteri
13590,Meadia abyssalis,Actinopteri
13591,Monolene antillarum,Actinopteri
13592,Serranus atrobranchus,Actinopteri
13593,Engraulis anchoita,Actinopteri
13594,Sardinella brasiliensis,Actinopteri
13595,Cantherhines macrocerus,Actinopteri
13596,Dermatolepis inermis,Actinopteri
13597,Gymnoscopelus bolini,Actinopteri
13598,Ariosoma opisthophthalaena,Actinopteri
13599,Priacantus arenatus,
13600,Peristedion truncatum,Actinopteri
13601,Epigonus occidentalis,Actinopteri
13602,Monolene atrimana,Actinopteri
13603,Macruronus magellanicus,Actinopteri
13604,Hygophum hygomii,Actinopteri
13605,Rhinchoconger guppyi,
13606,Raneya brasiliensis,Actinopteri
13607,Prognathodes guyanensis,Actinopteri
13608,Gymnoscopelus nicholsi,Actinopteri
13609,Macrourus holotrachys,Actinopteri
13610,Simenchlys parasitica,Clitellata
13611,Saccogaster parva,Actinopterygii
13612,Cubiceps squamiceps,Actinopteri
13613,Lobianchia gemellarii,Actinopteri
13614,Bregmaceros cantori,Actinopteri
13615,Gephyroberyx darwinii,Actinopteri
13616,Paratrachichthys atlanticus,Insecta
13617,Calanus patagoniensis,Hexanauplia
13618,Drepanopus forcipatus,Hexanauplia
13619,Paracalanus indicus,Hexanauplia
13620,Aegisthus aculeatus,Hexanauplia
13621,Amallothrix emarginata,Aves
13622,Calanus chilensis,Hexanauplia
13623,Eucalanus inermis,Hexanauplia
13624,Gaetanus krupii,Hexanauplia
13625,Lucicutia grandis,Hexanauplia
13626,Lucicutia simulans,Hexanauplia
13627,Metridia gerlachei,Hexanauplia
13628,Mormonilla phasma,Hexanauplia
13629,Onchocalanus subcristatus,Hexanauplia
13630,Paraeuchaeta scotti,Hexanauplia
13631,Triconia conifera,Hexanauplia
13632,Subeucalanus crassus,Hexanauplia
13633,Subeucalanus subtenuis,Hexanauplia
13634,Temora discaudata,Hexanauplia
13635,Calanoides patagoniensis,Hexanauplia
13636,Vettoria granulosa,Copepoda
13637,Corycaeus typicus,Hexanauplia
13638,Clytemnestra rostrata,Copepoda
13639,Heterorhabdus lobatus,Gastropoda
13640,Scolecithricella abbysalis,Hexanauplia
13641,Ctenocalanus citer,Hexanauplia
13642,Corycaeus lautus,Hexanauplia
13643,Pontoeciella abyssicola,Hexanauplia
13644,Scolecithrycella bradyi,Globothalamea
13645,Corycaeus flaccus,Hexanauplia
13646,Calocalanus tenius,Hexanauplia
13647,Corycaeus speciosus,Hexanauplia
13648,Pleuromamma quadrungulata,Hexanauplia
13649,Haloptilus spinifrons,Hexanauplia
13650,Subeucalanus longiceps,Hexanauplia
13651,Oncaea antarctica,Hexanauplia
13652,Paraeuchaeta weberi,Hexanauplia
13653,Haloptilus oxicephalus,Hexanauplia
13654,Heterorhabdus clausii,Hexanauplia
13655,Candacia catula,Hexanauplia
13656,Dhondtiscus trochus,Gastropoda
13657,Exochella conjuncta,Gymnolaemata
13658,Cellaria immersa,Gymnolaemata
13659,Celleporaria agglutinans,Gymnolaemata
13660,Chaperiopsis spiculata,Gymnolaemata
13661,Cosciniopsis vallata,Gymnolaemata
13662,Crassimarginatella fossa,Mammalia
13663,Eurystomella foraminigera,Gymnolaemata
13664,Galeopsis polyporus,Gymnolaemata
13665,Hippothoa flagellum,Gymnolaemata
13666,Micropora inarmata,Magnoliopsida
13667,Microporella agonistes,Gymnolaemata
13668,Mobunula bicuspis,Gymnolaemata
13669,Prenantia firmata,Gymnolaemata
13670,Rhynchozoon larreyi,Gymnolaemata
13671,Steginoporella magnifica,Gymnolaemata
13672,Osthimosia cyclops,Hexanauplia
13673,Osthimosia excentrica,Gymnolaemata
13674,Diaperoecia purpurascens,Stenolaemata
13675,Hastingsia maoriana,Stenolaemata
13676,Trochosodon mosaicus,Gymnolaemata
13677,Calyptotheca janua,Polychaeta
13678,Iodictyum yaldwyni,Gymnolaemata
13679,Aetea australis,Gymnolaemata
13680,Bicrisia edwardsiana,Insecta
13681,Calwellia gracilis,Dicotyledonae
13682,Cellaria tenuirostris,Gymnolaemata
13683,Dimetopia barbata,Gymnolaemata
13684,Emma triangula,Gymnolaemata
13685,Orthoscuticella margaritacea,Gymnolaemata
13686,Smittina palisada,Florideophyceae
13687,Smittoidea maunganuiensis,Gymnolaemata
13688,Tricellaria aculeata,Eurotiomycetes
13689,Cinctipora elegans,Stenolaemata
13690,Caberea enzoi,Gymnolaemata
13691,Caberea zelandica,Gymnolaemata
13692,Arachnopusia unicornis,Gymnolaemata
13693,Buffonellodes pseudomarsupifera,Gymnolaemata
13694,Fenestrulina reticulata,Gymnolaemata
13695,Micropora gracilis,Magnoliopsida
13696,Odontionella cyclops,Gymnolaemata
13697,Stephanollona longispinata,Gymnolaemata
13698,Telopora lobata,Stenolaemata
13699,Hippomenella vellicata,Gymnolaemata
13700,Melicerita knoxi,Gymnolaemata
13701,Beania magellanica,Gymnolaemata
13702,Phonicosia circinata,Gymnolaemata
13703,Arthropoma cecilii,Gymnolaemata
13704,Beania pulchella,Gymnolaemata
13705,Caberea rostrata,Gymnolaemata
13706,Chaperiopsis funda,Gymnolaemata
13707,Chiastosella splendida,Gymnolaemata
13708,Disporella novaehollandiae,Stenolaemata
13709,Disporella pristis,Stenolaemata
13710,Escharella spinosissima,Gymnolaemata
13711,Hastingsia giebeliana,Stenolaemata
13712,Hornera robusta,Stenolaemata
13713,Margaretta barbata,Gymnolaemata
13714,Menipea vectifera,Gymnolaemata
13715,Menipea zelandica,Gymnolaemata
13716,Pterocella vesiculosa,Gymnolaemata
13717,Steginoporella neozelanica,Gymnolaemata
13718,Beania plurispinosa,Gymnolaemata
13719,Bugula neritina,Gymnolaemata
13720,Beania whitteni,Gymnolaemata
13721,Tricellaria catalinensis,Gymnolaemata
13722,Watersipora arcuata,Gymnolaemata
13723,Watersipora subtorquata,Gymnolaemata
13724,Claviporella aurita,Gymnolaemata
13725,Cribricellina cribraria,Gymnolaemata
13726,Exochella armata,Gymnolaemata
13727,Orthoscuticella fissurata,Gymnolaemata
13728,Euthyroides jellyae,Gymnolaemata
13729,Celleporella delta,Gymnolaemata
13730,Beania discodermiae,Gymnolaemata
13731,Beania intermedia,Gymnolaemata
13732,Gregarinidra serrata,Gastropoda
13733,Parkermavella punctigera,Gymnolaemata
13734,Aetea ligulata,Gymnolaemata
13735,Aeverrillia armata,Gymnolaemata
13736,Aimulosia marsupium,Gymnolaemata
13737,Alcyonidium coccineum,Gymnolaemata
13738,Annectocyma major,Insecta
13739,Beania bilaminata,Gymnolaemata
13740,Beania elongata,Gymnolaemata
13741,Bitectipora cincta,Gymnolaemata
13742,Buffonellaria regenerata,Gymnolaemata
13743,Calloporina angustipora,Gymnolaemata
13744,Calloporina triporosa,Gymnolaemata
13745,Calyptotheca immersa,Gymnolaemata
13746,Caprinsula n,Myxomycetes
13747,Celleporella buskiana,Gymnolaemata
13748,Celleporella cancer,Malacostraca
13749,Celleporella tongima,Gymnolaemata
13750,Celleporina proximalis,Gymnolaemata
13751,Celleporina sinuata,Gymnolaemata
13752,Chaperia granulosa,Gymnolaemata
13753,Chaperiopsis cervicornis,Gymnolaemata
13754,Chaperiopsis rubida,Gymnolaemata
13755,Chaperiopsis tintinnabula,Gymnolaemata
13756,Crepidacantha crinispina,Gymnolaemata
13757,Crisia acropora,Anthozoa
13758,Diaperoecia maangainui,Stenolaemata
13759,Emma rotunda,Insecta
13760,Escharoides angela,Gymnolaemata
13761,Eurystrotos ridleyi,Stenolaemata
13762,Exidmonea platonea expansa,Stenolaemata
13763,Exochella tricuspis,Gymnolaemata
13764,Favosipora candida,Pichiomycetes
13765,Fenestrulina thyreophora,Gymnolaemata
13766,Galeopsis porcellanicus,Gymnolaemata
13767,Hippothoa pacifica,Gastropoda
13768,Inversiula fertilis,Gymnolaemata
13769,Macropora grandis,Gymnolaemata
13770,Micropora mortenseni,Gymnolaemata
13771,Microporella discors,Gymnolaemata
13772,Microporella speculum,Gymnolaemata
13773,Odontoporella adpressa,Gymnolaemata
13774,Opaeophora lepida,Gymnolaemata
13775,Otionellina squamosa,Insecta
13776,Parasmittina delicatula,Gymnolaemata
13777,Penetrantia parva,Gymnolaemata
13778,Phonicosia reingensis,Gymnolaemata
13779,Plagioecia sarniensis,Stenolaemata
13780,Plesiothoa trigemma,Gymnolaemata
13781,Retevirgula acuta,Aves
13782,Rhynchozoon paa,Gymnolaemata
13783,Schizosmittina cinctipora,Gymnolaemata
13784,Scrupocellaria ornithorhyncus,Gymnolaemata
13785,Smittina torques,Gymnolaemata
13786,Tubulipora anderssoni,Stenolaemata
13787,Tubulipora concinna,Stenolaemata
13788,Fenestrulina personata,Gymnolaemata
13789,Figularia huttoni,Gymnolaemata
13790,Hemismittoidea hexaspinosa,Gymnolaemata
13791,Microporella intermedia,Gymnolaemata
13792,Opaeophora monopia,Gymnolaemata
13793,Smittoidea zelandiae,Gymnolaemata
13794,Costaticella solida,Gymnolaemata
13795,Scalicella crystallina,Gymnolaemata
13796,Orthoscuticella ventricosa,Gymnolaemata
13797,Calwellia bicornis,Gymnolaemata
13798,Catenicella elegans,Gymnolaemata
13799,Euthyroides episcopalis,Gymnolaemata
13800,Buskia socialis,Gymnolaemata
13801,Akatopora circumsaepta,Gymnolaemata
13802,Conescharellina angulopora,Gymnolaemata
13803,Crepidacantha kirkpatricki,Gymnolaemata
13804,Bitectipora mucronifera,Gymnolaemata
13805,Bitectipora rostrata,Gymnolaemata
13806,Bugula prismatica,Gymnolaemata
13807,Caberea guntheri,Gymnolaemata
13808,Chiastosella watersi,Gymnolaemata
13809,Cornuticella taurina,Gymnolaemata
13810,Cornuticella trapezoidea,Gymnolaemata
13811,Costaticella bicuspis,Gymnolaemata
13812,Crassimarginatella cucullata,Gymnolaemata
13813,Crisia tenuis,Stenolaemata
13814,Escharina waiparaensis,Gymnolaemata
13815,Fenestrulina incompta,Gymnolaemata
13816,Figularia mernae,Gymnolaemata
13817,Gregarinidra inarmata,Gymnolaemata
13818,Osthimosia amplexa,Gymnolaemata
13819,Otionellina affinis,Gymnolaemata
13820,Parasmittina aotea,Gymnolaemata
13821,Schizosmittina conjuncta,Gymnolaemata
13822,Valdemunitella valdemunita,Gymnolaemata
13823,Xenogma rhomboidalis,Gymnolaemata
13824,Celleporina dubia,Gymnolaemata
13825,Melicerita chathamensis,Gymnolaemata
13826,Steraechmella neozelanica,Gymnolaemata
13827,Bitectipora retepora,Gymnolaemata
13828,Vitrius insignis,Demospongiae
13829,Fasciculipora ramosa,Insecta
13830,Beania cribrimorpha,Gymnolaemata
13831,Fenestrulina gelasinoides,Gymnolaemata
13832,Leptinatella gordoni,Gymnolaemata
13833,Malakosaria sinclairii,Gymnolaemata
13834,Smittina rosacea,Gymnolaemata
13835,Adeonellopsis neozelanica,Gymnolaemata
13836,Rogicka biserialis,Gymnolaemata
13837,Alderina pacifera,Gymnolaemata
13838,Celleporina costazii,Gymnolaemata
13839,Cribellopora napi,Gymnolaemata
13840,Menipea multiseriata,Gymnolaemata
13841,Patsyella acanthodes,Gymnolaemata
13842,Retehornera foliacea,Tremellomycetes
13843,Celleporina hemiperistomata,Gymnolaemata
13844,Corbulella corbula,Bivalvia
13845,Macropora levinseni,Gymnolaemata
13846,Bugula cuspidata,Gymnolaemata
13847,Bugulopsis monotrypa,Gymnolaemata
13848,Caberea glabra,Gymnolaemata
13849,Cornucopina zelandica,Gymnolaemata
13850,Cornuticella cornuta,Gymnolaemata
13851,Dimetopia cornuta,Gymnolaemata
13852,Escharella fistula,Gymnolaemata
13853,Fenestrulina variabilis,Gymnolaemata
13854,Orthoscuticella innominata,Gymnolaemata
13855,Petalostegus spinosus,Gymnolaemata
13856,Reteporella fenestrata,Gymnolaemata
13857,Cryptopolyzoon concretum,Gymnolaemata
13858,Caberea darwinii,Gymnolaemata
13859,Caberea solida,Gymnolaemata
13860,Camptoplites bicornis,Gymnolaemata
13861,Beania quadricornuta,Gymnolaemata
13862,Buffonellaria biavicularis,Gymnolaemata
13863,Celleporaria emancipata,Gymnolaemata
13864,Chiastosella enigma,Gymnolaemata
13865,Phidolopora avicularis,Gymnolaemata
13866,Diaperoforma californica,Stenolaemata
13867,Caberea helicina,Gastropoda
13868,Chaperiopsis lanceola,Gymnolaemata
13869,Eurystomella biperforata,Gymnolaemata
13870,Penetrantia irregularis,Gymnolaemata
13871,Schizomavella aotearoa,Gymnolaemata
13872,Chiastosella umbonata,Gymnolaemata
13873,Micropora elegans,Magnoliopsida
13874,Drepanophora rogickae,Gymnolaemata
13875,Hemismittoidea transporifera,Gymnolaemata
13876,Hippellozoon novaezelandiae,Gymnolaemata
13877,Steginoporella marcusi,Gymnolaemata
13878,Tretosina flemingi,Gymnolaemata
13879,Hippothyris aganactete,Gymnolaemata
13880,Onchoporoides moseleyi,Gymnolaemata
13881,Puellina scripta,Gymnolaemata
13882,Bugulella gracilis,Dicotyledonae
13883,Conopeum oretiensis,Gymnolaemata
13884,Crisia setosa,Stenolaemata
13885,Pterocella scutella,Gymnolaemata
13886,Celleporina tubulata,Gymnolaemata
13887,Elzerina binderi,Gymnolaemata
13888,Tubulipora caerulea,Insecta
13889,Celleporella bathamae,Gymnolaemata
13890,Hippadenella clivosa,Gymnolaemata
13891,Membranipora kaipara,Gymnolaemata
13892,Celleporina grandis,Gymnolaemata
13893,Bicrisia biciliata,Stenolaemata
13894,Valdemunitella fraudatrix,Insecta
13895,Idmidronea sp3,Stenolaemata
13896,Galeopsis brevissimus,Gymnolaemata
13897,Ellisina antarctica,Gymnolaemata
13898,Plesiothoa australis,Rhabditophora
13899,Buskia nitens,Magnoliopsida
13900,Zoobotryon verticillatum,Gymnolaemata
13901,Amathia distans,Gymnolaemata
13902,Disporella wanganuiensis,Stenolaemata
13903,Jellyella eburnea,Gymnolaemata
13904,Jellyella tuberculata,Gymnolaemata
13905,Electra tenella,Gymnolaemata
13906,Buffonellaria turbula,Gymnolaemata
13907,Chiastosella exuberans,Gymnolaemata
13908,Parkermavella virago,Gymnolaemata
13909,Parasmittina bispinosa,Gymnolaemata
13910,Nimba terraenovae,Gymnolaemata
13911,Buffonellodes improvisa,Gymnolaemata
13912,Corbulella gibba,Gymnolaemata
13913,Retevirgula aggregata,Gymnolaemata
13914,Otionellina zelandica,Gymnolaemata
13915,Aberrodomus candidus,Gymnolaemata
13916,Selenaria concinna,Gymnolaemata
13917,Filifascigera pluripora,Stenolaemata
13918,Adeonellopsis gracilis,Gymnolaemata
13919,Chaperia acanthina,Gastropoda
13920,Membranipora napier,Gymnolaemata
13921,Amphiblestrum blandum,Gymnolaemata
13922,Canda filifera,Gymnolaemata
13923,Cellaria pilosa,Mammalia
13924,Chaperia iliata,Gymnolaemata
13925,Emma tricellata,Gymnolaemata
13926,Osthimosia avicularis,Gymnolaemata
13927,Smittina purpurea,Gymnolaemata
13928,Exochella jullieni,Gymnolaemata
13929,Amastigia funiculata,Gymnolaemata
13930,Celleporina cribrillifera,Gymnolaemata
13931,Schizosmittina vitrea,Gastropoda
13932,Camptoplites elatior,Gymnolaemata
13933,Riscodopa parva,Gymnolaemata
13934,Chaperiopsis colensoi,Gymnolaemata
13935,Chorizopora papillata,Gymnolaemata
13936,Lagenicella lacunosa,Gymnolaemata
13937,Iodictyum alatum,Gymnolaemata
13938,Amphiblestrum contentum,Gymnolaemata
13939,Gigantopora pupa,Gymnolaemata
13940,Reciprocus regalis,Gymnolaemata
13941,Sphaeropora fossa,Mammalia
13942,Caleschara minuta,Gymnolaemata
13943,Emma crystallina,Gymnolaemata
13944,Crassimarginatella papulifera,Gymnolaemata
13945,Figularia carinata,Insecta
13946,Celleporaria haurakiensis,Gymnolaemata
13947,Hornera whitten,Stenolaemata
13948,Alderina nodulosa,Gymnolaemata
13949,Ellisina pyriformis,Gymnolaemata
13950,Chorizopora foramen,Gymnolaemata
13951,Cribellopora divisopora,Gymnolaemata
13952,Fasciculipora mamillata,Magnoliopsida
13953,Emma cervicornis,Gymnolaemata
13954,Melicerita angustiloba,Gymnolaemata
13955,Steginocellaria mirabilis,Magnoliopsida
13956,Trochosodon multiarmatus,Gymnolaemata
13957,Escharina pesanseris,Gymnolaemata
13958,Synnotum aegyptiacum,Gymnolaemata
13959,Adeonellopsis kermadecensis,Gymnolaemata
13960,Aimulosia costata,Gymnolaemata
13961,Amastigia harmeri,Gymnolaemata
13962,Caberea angusta,Gymnolaemata
13963,Caberea boryi,Gymnolaemata
13964,Caulibugula tuberosa,Gymnolaemata
13965,Celleporaria tridenticulata,Gymnolaemata
13966,Chiastosella longaevitas,Gymnolaemata
13967,Crepidacantha bracebridgei,Gymnolaemata
13968,Escharella bensoni,Gymnolaemata
13969,Escharina incognita,Gymnolaemata
13970,Figularia triangula,Myxozoa
13971,Fodinella mucronata,Gymnolaemata
13972,Hippomenella bituberosa,Gymnolaemata
13973,Hippomenella gigantica,Gymnolaemata
13974,Klugerella bifurca,Gymnolaemata
13975,Microporella ordo,Gymnolaemata
13976,Mucropetraliella neozelanica,Gymnolaemata
13977,Orthoscuticella fusiformis,Gymnolaemata
13978,Parasmittina atypica,Gymnolaemata
13979,Parasmittina livingstonei,Gymnolaemata
13980,Phonicosia oviseparata,Gymnolaemata
13981,Reginella vas,Gymnolaemata
13982,Reteporella constricta,Gymnolaemata
13983,Retevirgula neozelanica,Gymnolaemata
13984,Rhynchozoon angulatum,Gymnolaemata
13985,Smittoidea discoveriae,Gymnolaemata
13986,Trypostega edulis,Magnoliopsida
13987,Yrbozoon conspicuum,Gymnolaemata
13988,Buffonellodes rimosa,Gymnolaemata
13989,Cribralaria fragilis,Insecta
13990,Phonicosia vandiemenensis,Gymnolaemata
13991,Reteporella reticulata,Gymnolaemata
13992,Cellaria humilis,Gymnolaemata
13993,Lagenipora pinnacula,Gymnolaemata
13994,Melicerita ejuncida,Gymnolaemata
13995,Otionellina proberti,Gymnolaemata
13996,Otionellina symmetrica,Gymnolaemata
13997,Tetrocycloecia neozelanica,Stenolaemata
13998,Valdemunitella pyrula,Gymnolaemata
13999,Hippothoa distans,Gymnolaemata
14000,Callopora precocialis,Gymnolaemata
14001,Chaperia multispinosa,Gymnolaemata
14002,Chaperiopsis intermediata,Gymnolaemata
14003,Chorizopora spicata,Gymnolaemata
14004,Ellisina sericea,Gymnolaemata
14005,Figularia pelmatifera,Gymnolaemata
14006,Hiantopora jucunda,Equisetopsida
14007,Membraniporella figularioides,Gymnolaemata
14008,Oncousoecia occulta,Stenolaemata
14009,Onychoblestrum hastingsae,Gymnolaemata
14010,Plagioecia bicolor,Stenolaemata
14011,Puellina biavicularia,Gymnolaemata
14012,Attinopora zelandica,Polychaeta
14013,Steginoporella perplexa,Gymnolaemata
14014,Telopora flabellaris,Stenolaemata
14015,Telopora steginoporellophilia,Stenolaemata
14016,Alderina tuberosa,Gymnolaemata
14017,Arachnopusia perforata,Gymnolaemata
14018,Briarachnia robusta,Gymnolaemata
14019,Cellaria tumida,Gymnolaemata
14020,Cornucopina geniculata,Gymnolaemata
14021,Crassimarginatella vincularia,Gymnolaemata
14022,Crateropora falcata,Gymnolaemata
14023,Fenestulipora cassiformis,Stenolaemata
14024,Galeopsis pentagonus,Gymnolaemata
14025,Haswelliporina multiaviculata,Gymnolaemata
14026,Idmidronea sp4,Stenolaemata
14027,Klugerella gordoni,Gymnolaemata
14028,Lunularia repanda,Gymnolaemata
14029,Mesostomaria strictoramae,Gymnolaemata
14030,Microporella lineata,Gymnolaemata
14031,Mucropetraliella intermediata,Gymnolaemata
14032,Parasmittina erecta,Gymnolaemata
14033,Quadricellaria bocki,Gymnolaemata
14034,Reginelloides stolonifera,Anthozoa
14035,Richbunea incomposita,Gymnolaemata
14036,Stomhypselosaria dupliforma,Gymnolaemata
14037,Zygopalme crystallina,Gymnolaemata
14038,Amastigia puysegurensis,Gymnolaemata
14039,Bitectipora ozalea,Gymnolaemata
14040,Camptoplites asymmetricus,Gymnolaemata
14041,Macrocamera pansa,Gymnolaemata
14042,Menipea vera,Gymnolaemata
14043,Reteporellina conservatrix,Gymnolaemata
14044,Crepidacantha zelanica,Gymnolaemata
14045,Hippomonavella flexuosa,Gymnolaemata
14046,Prenantia dichotoma,Gymnolaemata
14047,Micropora variperforata,Magnoliopsida
14048,Arachnoidella echinophilia,Gymnolaemata
14049,Himantozoum candoides,Gymnolaemata
14050,Mollia multijuncta,Gymnolaemata
14051,Monoporella nodulifera,Gymnolaemata
14052,Reteporella malleatia,Gymnolaemata
14053,Buffonellaria depressa,Gymnolaemata
14054,Microporella orientalis,Gymnolaemata
14055,Crassimarginatella calva,Gymnolaemata
14056,Diaperoecia harmelinopora,Stenolaemata
14057,Fenestrulina catastictos,Gymnolaemata
14058,Fenestrulina disjuncta,Gymnolaemata
14059,Luguba sessilis,Magnoliopsida
14060,Microporella marsupiata,Gymnolaemata
14061,Parasmittina serrula,Gymnolaemata
14062,Rhynchozoon crenulatum,Gymnolaemata
14063,Tenthrenulina dispar,Insecta
14064,Exechonella ampullacea,Gymnolaemata
14065,Parkermavella schizoporelloides,Gymnolaemata
14066,Chiastosella dissidens,Gymnolaemata
14067,Chiastosella duplicata,Gymnolaemata
14068,Villicharixa strigosa,Magnoliopsida
14069,Exidmonea sp2,Stenolaemata
14070,Galeopsis mimicus,Gymnolaemata
14071,Idmidronea rosacea,Hydrozoa
14072,Chaperiopsis chathamensis,Gymnolaemata
14073,Cribellopora siri,Gymnolaemata
14074,Retevirgula sejuncta,Gymnolaemata
14075,Beania decumbens,Gymnolaemata
14076,Celleporina podistra,Insecta
14077,Chaperiopsis serrata,Gastropoda
14078,Cribralaria austrinsulensis,Gymnolaemata
14079,Fenestrulina specca,Gymnolaemata
14080,Parkermavella curvata,Gymnolaemata
14081,Rhynchozoon tubulosum,Gymnolaemata
14082,Waipukurella waipukurensis,
14083,Plagioecia gemelligera,Stenolaemata
14084,Celleporina conescharellinoides,Gymnolaemata
14085,Platonea philippsae,Stenolaemata
14086,Camptoplites xenicus,Aves
14087,Catenicella constans,Gymnolaemata
14088,Triticella nodosa,Gymnolaemata
14089,Corbulella translucens,Gymnolaemata
14090,Marssonopora kermadecensis,Gymnolaemata
14091,Catenicella venusta,Gymnolaemata
14092,Celleporina spatula,Aves
14093,Oppiphorina epaxia,Gymnolaemata
